"OCCUPANCY_DATE","PROGRAM_MODEL","CAPACITY_TYPE","OCCUPANCY_RATE_ROOMS","OCCUPANCY_RATE_BEDS","month"
2023-05-16,"Emergency","Room Based Capacity",98.46,NA,2023-05-01
2023-05-16,"Emergency","Room Based Capacity",91.67,NA,2023-05-01
2023-05-16,"Emergency","Room Based Capacity",98.89,NA,2023-05-01
2023-05-16,"Transitional","Bed Based Capacity",NA,96,2023-05-01
2023-05-16,"Emergency","Bed Based Capacity",NA,93.1,2023-05-01
2023-05-16,"Emergency","Bed Based Capacity",NA,83.33,2023-05-01
2023-05-16,"Transitional","Bed Based Capacity",NA,88.46,2023-05-01
2023-05-16,"Transitional","Room Based Capacity",100,NA,2023-05-01
2023-05-16,"Transitional","Bed Based Capacity",NA,88.24,2023-05-01
2023-05-16,"Emergency","Bed Based Capacity",NA,71.43,2023-05-01
2023-05-16,"Emergency","Bed Based Capacity",NA,96.88,2023-05-01
2023-05-16,"Transitional","Room Based Capacity",97.37,NA,2023-05-01
2023-05-16,"Transitional","Room Based Capacity",96,NA,2023-05-01
2023-05-16,"Transitional","Bed Based Capacity",NA,93.33,2023-05-01
2023-05-16,"Transitional","Bed Based Capacity",NA,97.44,2023-05-01
2023-05-17,"Emergency","Room Based Capacity",99.33,NA,2023-05-01
2023-05-17,"Emergency","Room Based Capacity",100,NA,2023-05-01
2023-05-17,"Emergency","Bed Based Capacity",NA,12.5,2023-05-01
2023-05-17,"Emergency","Bed Based Capacity",NA,97.44,2023-05-01
2023-05-17,"Emergency","Bed Based Capacity",NA,94.44,2023-05-01
2023-05-17,"Emergency","Room Based Capacity",91.67,NA,2023-05-01
2023-05-17,"Emergency","Room Based Capacity",85.71,NA,2023-05-01
2023-05-17,"Transitional","Bed Based Capacity",NA,94.44,2023-05-01
2023-05-17,"Transitional","Bed Based Capacity",NA,98,2023-05-01
2023-05-17,"Emergency","Room Based Capacity",92.65,NA,2023-05-01
2023-05-17,"Transitional","Bed Based Capacity",NA,95.65,2023-05-01
2023-05-17,"Emergency","Bed Based Capacity",NA,100,2023-05-01
2023-05-17,"Transitional","Bed Based Capacity",NA,98.92,2023-05-01
2023-05-17,"Emergency","Bed Based Capacity",NA,94.12,2023-05-01
2023-05-17,"Transitional","Bed Based Capacity",NA,86.36,2023-05-01
2023-05-17,"Transitional","Bed Based Capacity",NA,73.33,2023-05-01
2023-05-17,"Emergency","Room Based Capacity",98.46,NA,2023-05-01
2023-05-17,"Transitional","Bed Based Capacity",NA,100,2023-05-01
2023-05-17,"Emergency","Room Based Capacity",97.78,NA,2023-05-01
2023-05-17,"Transitional","Bed Based Capacity",NA,96,2023-05-01
2023-05-17,"Emergency","Bed Based Capacity",NA,89.66,2023-05-01
2023-05-17,"Emergency","Bed Based Capacity",NA,83.33,2023-05-01
2023-05-17,"Transitional","Bed Based Capacity",NA,88.46,2023-05-01
2023-05-17,"Emergency","Bed Based Capacity",NA,98.08,2023-05-01
2023-05-17,"Emergency","Bed Based Capacity",NA,98.11,2023-05-01
2023-05-17,"Transitional","Room Based Capacity",100,NA,2023-05-01
2023-05-17,"Transitional","Bed Based Capacity",NA,88.24,2023-05-01
2023-05-17,"Emergency","Bed Based Capacity",NA,71.43,2023-05-01
2023-05-17,"Transitional","Room Based Capacity",97.3,NA,2023-05-01
2023-05-17,"Transitional","Room Based Capacity",96,NA,2023-05-01
2023-05-17,"Emergency","Bed Based Capacity",NA,95.92,2023-05-01
2023-05-17,"Transitional","Bed Based Capacity",NA,93.33,2023-05-01
2023-05-17,"Transitional","Bed Based Capacity",NA,97.44,2023-05-01
2023-05-18,"Emergency","Room Based Capacity",100,NA,2023-05-01
2023-05-18,"Emergency","Bed Based Capacity",NA,12.5,2023-05-01
2023-05-18,"Emergency","Bed Based Capacity",NA,97.44,2023-05-01
2023-05-18,"Emergency","Bed Based Capacity",NA,100,2023-05-01
2023-05-18,"Transitional","Bed Based Capacity",NA,77.78,2023-05-01
2023-05-18,"Emergency","Room Based Capacity",98.67,NA,2023-05-01
2023-05-18,"Emergency","Room Based Capacity",99.01,NA,2023-05-01
2023-05-18,"Transitional","Bed Based Capacity",NA,100,2023-05-01
2023-05-18,"Emergency","Room Based Capacity",94.12,NA,2023-05-01
2023-05-18,"Emergency","Room Based Capacity",95.83,NA,2023-05-01
2023-05-18,"Transitional","Bed Based Capacity",NA,98.92,2023-05-01
2023-05-18,"Emergency","Bed Based Capacity",NA,94.12,2023-05-01
2023-05-18,"Transitional","Bed Based Capacity",NA,90.91,2023-05-01
2023-05-18,"Transitional","Bed Based Capacity",NA,86.67,2023-05-01
2023-05-18,"Emergency","Room Based Capacity",96.92,NA,2023-05-01
2023-05-18,"Emergency","Room Based Capacity",90.15,NA,2023-05-01
2023-05-18,"Transitional","Bed Based Capacity",NA,98,2023-05-01
2023-05-18,"Transitional","Bed Based Capacity",NA,97.22,2023-05-01
2023-05-18,"Emergency","Bed Based Capacity",NA,93.1,2023-05-01
2023-05-18,"Emergency","Bed Based Capacity",NA,83.33,2023-05-01
2023-05-18,"Transitional","Bed Based Capacity",NA,88.46,2023-05-01
2023-05-18,"Transitional","Bed Based Capacity",NA,96,2023-05-01
2023-05-18,"Emergency","Room Based Capacity",97.87,NA,2023-05-01
2023-05-18,"Emergency","Bed Based Capacity",NA,98.68,2023-05-01
2023-05-18,"Transitional","Room Based Capacity",100,NA,2023-05-01
2023-05-18,"Transitional","Bed Based Capacity",NA,88.24,2023-05-01
2023-05-18,"Emergency","Bed Based Capacity",NA,71.43,2023-05-01
2023-05-18,"Transitional","Room Based Capacity",96,NA,2023-05-01
2023-05-18,"Emergency","Room Based Capacity",92.59,NA,2023-05-01
2023-05-18,"Transitional","Bed Based Capacity",NA,93.33,2023-05-01
2023-05-18,"Transitional","Bed Based Capacity",NA,97.44,2023-05-01
2023-05-19,"Emergency","Room Based Capacity",100,NA,2023-05-01
2023-05-19,"Emergency","Bed Based Capacity",NA,12.5,2023-05-01
2023-05-19,"Emergency","Room Based Capacity",99.34,NA,2023-05-01
2023-05-19,"Emergency","Bed Based Capacity",NA,100,2023-05-01
2023-05-19,"Emergency","Room Based Capacity",90.91,NA,2023-05-01
2023-05-19,"Transitional","Bed Based Capacity",NA,72.22,2023-05-01
2023-05-19,"Emergency","Room Based Capacity",97.73,NA,2023-05-01
2023-05-19,"Transitional","Bed Based Capacity",NA,100,2023-05-01
2023-05-19,"Emergency","Room Based Capacity",95.59,NA,2023-05-01
2023-05-19,"Emergency","Bed Based Capacity",NA,94.12,2023-05-01
2023-05-19,"Transitional","Bed Based Capacity",NA,95.45,2023-05-01
2023-05-19,"Transitional","Bed Based Capacity",NA,90,2023-05-01
2023-05-19,"Emergency","Room Based Capacity",96.92,NA,2023-05-01
2023-05-19,"Emergency","Room Based Capacity",90.15,NA,2023-05-01
2023-05-19,"Transitional","Bed Based Capacity",NA,97.22,2023-05-01
2023-05-19,"Emergency","Bed Based Capacity",NA,96.55,2023-05-01
2023-05-19,"Emergency","Bed Based Capacity",NA,83.33,2023-05-01
2023-05-19,"Transitional","Bed Based Capacity",NA,88.46,2023-05-01
2023-05-19,"Transitional","Bed Based Capacity",NA,96,2023-05-01
2023-05-19,"Emergency","Room Based Capacity",97.87,NA,2023-05-01
2023-05-19,"Emergency","Bed Based Capacity",NA,96.36,2023-05-01
2023-05-19,"Transitional","Room Based Capacity",100,NA,2023-05-01
2023-05-19,"Transitional","Bed Based Capacity",NA,94.12,2023-05-01
2023-05-19,"Emergency","Bed Based Capacity",NA,71.43,2023-05-01
2023-05-19,"Transitional","Room Based Capacity",96,NA,2023-05-01
2023-05-19,"Emergency","Room Based Capacity",96.3,NA,2023-05-01
2023-05-19,"Transitional","Bed Based Capacity",NA,93.33,2023-05-01
2023-05-19,"Transitional","Bed Based Capacity",NA,97.44,2023-05-01
2023-05-20,"Emergency","Room Based Capacity",100,NA,2023-05-01
2023-05-20,"Emergency","Bed Based Capacity",NA,12.5,2023-05-01
2023-05-20,"Emergency","Bed Based Capacity",NA,100,2023-05-01
2023-05-20,"Emergency","Room Based Capacity",90.91,NA,2023-05-01
2023-05-20,"Emergency","Room Based Capacity",98.8,NA,2023-05-01
2023-05-20,"Transitional","Bed Based Capacity",NA,77.78,2023-05-01
2023-05-20,"Emergency","Room Based Capacity",97.62,NA,2023-05-01
2023-05-20,"Transitional","Bed Based Capacity",NA,100,2023-05-01
2023-05-20,"Emergency","Room Based Capacity",95.59,NA,2023-05-01
2023-05-20,"Emergency","Bed Based Capacity",NA,94.12,2023-05-01
2023-05-20,"Transitional","Bed Based Capacity",NA,95.45,2023-05-01
2023-05-20,"Transitional","Bed Based Capacity",NA,86.67,2023-05-01
2023-05-20,"Emergency","Room Based Capacity",96.92,NA,2023-05-01
2023-05-20,"Emergency","Room Based Capacity",90.15,NA,2023-05-01
2023-05-20,"Transitional","Bed Based Capacity",NA,98,2023-05-01
2023-05-20,"Emergency","Bed Based Capacity",NA,93.1,2023-05-01
2023-05-20,"Emergency","Bed Based Capacity",NA,83.33,2023-05-01
2023-05-20,"Transitional","Bed Based Capacity",NA,88.46,2023-05-01
2023-05-20,"Transitional","Bed Based Capacity",NA,96,2023-05-01
2023-05-20,"Emergency","Room Based Capacity",97.87,NA,2023-05-01
2023-05-20,"Transitional","Room Based Capacity",100,NA,2023-05-01
2023-05-20,"Emergency","Bed Based Capacity",NA,97.96,2023-05-01
2023-05-20,"Transitional","Bed Based Capacity",NA,94.12,2023-05-01
2023-05-20,"Emergency","Bed Based Capacity",NA,71.43,2023-05-01
2023-05-20,"Transitional","Room Based Capacity",96,NA,2023-05-01
2023-05-20,"Emergency","Room Based Capacity",96.3,NA,2023-05-01
2023-05-20,"Emergency","Bed Based Capacity",NA,95.24,2023-05-01
2023-05-20,"Transitional","Bed Based Capacity",NA,93.33,2023-05-01
2023-05-20,"Transitional","Bed Based Capacity",NA,97.44,2023-05-01
2023-05-21,"Emergency","Room Based Capacity",100,NA,2023-05-01
2023-05-21,"Emergency","Bed Based Capacity",NA,12.5,2023-05-01
2023-05-21,"Emergency","Bed Based Capacity",NA,97.44,2023-05-01
2023-05-21,"Emergency","Bed Based Capacity",NA,100,2023-05-01
2023-05-21,"Transitional","Bed Based Capacity",NA,77.78,2023-05-01
2023-05-21,"Emergency","Room Based Capacity",97.62,NA,2023-05-01
2023-05-21,"Transitional","Bed Based Capacity",NA,100,2023-05-01
2023-05-21,"Emergency","Room Based Capacity",94.12,NA,2023-05-01
2023-05-21,"Emergency","Bed Based Capacity",NA,94.12,2023-05-01
2023-05-21,"Transitional","Bed Based Capacity",NA,95.45,2023-05-01
2023-05-21,"Transitional","Bed Based Capacity",NA,86.67,2023-05-01
2023-05-21,"Emergency","Room Based Capacity",96.92,NA,2023-05-01
2023-05-21,"Emergency","Room Based Capacity",90.15,NA,2023-05-01
2023-05-21,"Transitional","Bed Based Capacity",NA,98,2023-05-01
2023-05-21,"Emergency","Bed Based Capacity",NA,93.1,2023-05-01
2023-05-21,"Emergency","Bed Based Capacity",NA,83.33,2023-05-01
2023-05-21,"Transitional","Bed Based Capacity",NA,88.46,2023-05-01
2023-05-21,"Transitional","Bed Based Capacity",NA,96,2023-05-01
2023-05-21,"Emergency","Bed Based Capacity",NA,96.43,2023-05-01
2023-05-21,"Transitional","Room Based Capacity",100,NA,2023-05-01
2023-05-21,"Transitional","Bed Based Capacity",NA,94.12,2023-05-01
2023-05-21,"Emergency","Bed Based Capacity",NA,71.43,2023-05-01
2023-05-21,"Transitional","Room Based Capacity",96,NA,2023-05-01
2023-05-21,"Emergency","Room Based Capacity",96.3,NA,2023-05-01
2023-05-21,"Emergency","Bed Based Capacity",NA,95.24,2023-05-01
2023-05-21,"Emergency","Bed Based Capacity",NA,96,2023-05-01
2023-05-21,"Transitional","Bed Based Capacity",NA,93.33,2023-05-01
2023-05-21,"Transitional","Bed Based Capacity",NA,97.44,2023-05-01
2023-05-22,"Emergency","Room Based Capacity",100,NA,2023-05-01
2023-05-22,"Emergency","Bed Based Capacity",NA,12.5,2023-05-01
2023-05-22,"Emergency","Bed Based Capacity",NA,100,2023-05-01
2023-05-22,"Emergency","Room Based Capacity",91.67,NA,2023-05-01
2023-05-22,"Transitional","Bed Based Capacity",NA,77.78,2023-05-01
2023-05-22,"Transitional","Bed Based Capacity",NA,100,2023-05-01
2023-05-22,"Emergency","Room Based Capacity",94.12,NA,2023-05-01
2023-05-22,"Emergency","Bed Based Capacity",NA,94.12,2023-05-01
2023-05-22,"Transitional","Bed Based Capacity",NA,95.45,2023-05-01
2023-05-22,"Transitional","Bed Based Capacity",NA,86.67,2023-05-01
2023-05-22,"Emergency","Room Based Capacity",98.46,NA,2023-05-01
2023-05-22,"Emergency","Room Based Capacity",90.15,NA,2023-05-01
2023-05-22,"Transitional","Bed Based Capacity",NA,98,2023-05-01
2023-05-22,"Emergency","Bed Based Capacity",NA,91.38,2023-05-01
2023-05-22,"Emergency","Bed Based Capacity",NA,83.33,2023-05-01
2023-05-22,"Transitional","Bed Based Capacity",NA,88.46,2023-05-01
2023-05-22,"Transitional","Bed Based Capacity",NA,96,2023-05-01
2023-05-22,"Emergency","Bed Based Capacity",NA,96.43,2023-05-01
2023-05-22,"Transitional","Room Based Capacity",100,NA,2023-05-01
2023-05-22,"Emergency","Bed Based Capacity",NA,99,2023-05-01
2023-05-22,"Transitional","Bed Based Capacity",NA,94.12,2023-05-01
2023-05-22,"Emergency","Bed Based Capacity",NA,71.43,2023-05-01
2023-05-22,"Transitional","Room Based Capacity",96,NA,2023-05-01
2023-05-22,"Emergency","Room Based Capacity",96.3,NA,2023-05-01
2023-05-22,"Emergency","Bed Based Capacity",NA,95.24,2023-05-01
2023-05-22,"Emergency","Bed Based Capacity",NA,96,2023-05-01
2023-05-22,"Transitional","Bed Based Capacity",NA,93.33,2023-05-01
2023-05-22,"Transitional","Bed Based Capacity",NA,97.44,2023-05-01
2023-05-23,"Emergency","Room Based Capacity",100,NA,2023-05-01
2023-05-23,"Emergency","Bed Based Capacity",NA,12.5,2023-05-01
2023-05-23,"Emergency","Bed Based Capacity",NA,97.44,2023-05-01
2023-05-23,"Emergency","Bed Based Capacity",NA,100,2023-05-01
2023-05-23,"Emergency","Room Based Capacity",97.59,NA,2023-05-01
2023-05-23,"Transitional","Bed Based Capacity",NA,83.33,2023-05-01
2023-05-23,"Transitional","Bed Based Capacity",NA,100,2023-05-01
2023-05-23,"Emergency","Room Based Capacity",94.12,NA,2023-05-01
2023-05-23,"Emergency","Room Based Capacity",99.3,NA,2023-05-01
2023-05-23,"Emergency","Bed Based Capacity",NA,94.12,2023-05-01
2023-05-23,"Transitional","Bed Based Capacity",NA,95.45,2023-05-01
2023-05-23,"Emergency","Bed Based Capacity",NA,97.22,2023-05-01
2023-05-23,"Transitional","Bed Based Capacity",NA,90,2023-05-01
2023-05-23,"Emergency","Room Based Capacity",96.92,NA,2023-05-01
2023-05-23,"Emergency","Bed Based Capacity",NA,98.31,2023-05-01
2023-05-23,"Emergency","Bed Based Capacity",NA,97.96,2023-05-01
2023-05-23,"Emergency","Room Based Capacity",87.88,NA,2023-05-01
2023-05-23,"Transitional","Bed Based Capacity",NA,98,2023-05-01
2023-05-23,"Transitional","Bed Based Capacity",NA,96,2023-05-01
2023-05-23,"Emergency","Bed Based Capacity",NA,98.08,2023-05-01
2023-05-23,"Emergency","Room Based Capacity",99.62,NA,2023-05-01
2023-05-23,"Emergency","Bed Based Capacity",NA,98.15,2023-05-01
2023-05-23,"Emergency","Bed Based Capacity",NA,83.33,2023-05-01
2023-05-23,"Transitional","Bed Based Capacity",NA,88.46,2023-05-01
2023-05-23,"Emergency","Bed Based Capacity",NA,98.97,2023-05-01
2023-05-23,"Emergency","Bed Based Capacity",NA,96.15,2023-05-01
2023-05-23,"Transitional","Room Based Capacity",100,NA,2023-05-01
2023-05-23,"Emergency","Bed Based Capacity",NA,99.44,2023-05-01
2023-05-23,"Transitional","Bed Based Capacity",NA,88.24,2023-05-01
2023-05-23,"Emergency","Bed Based Capacity",NA,71.43,2023-05-01
2023-05-23,"Emergency","Bed Based Capacity",NA,98.68,2023-05-01
2023-05-23,"Transitional","Room Based Capacity",96,NA,2023-05-01
2023-05-23,"Emergency","Room Based Capacity",92.59,NA,2023-05-01
2023-05-23,"Transitional","Bed Based Capacity",NA,93.33,2023-05-01
2023-05-23,"Transitional","Bed Based Capacity",NA,97.44,2023-05-01
2023-05-24,"Emergency","Room Based Capacity",99.33,NA,2023-05-01
2023-05-24,"Emergency","Room Based Capacity",100,NA,2023-05-01
2023-05-24,"Emergency","Bed Based Capacity",NA,12.5,2023-05-01
2023-05-24,"Emergency","Room Based Capacity",99.35,NA,2023-05-01
2023-05-24,"Emergency","Bed Based Capacity",NA,100,2023-05-01
2023-05-24,"Emergency","Room Based Capacity",97.59,NA,2023-05-01
2023-05-24,"Transitional","Bed Based Capacity",NA,83.33,2023-05-01
2023-05-24,"Transitional","Bed Based Capacity",NA,100,2023-05-01
2023-05-24,"Emergency","Room Based Capacity",95.59,NA,2023-05-01
2023-05-24,"Emergency","Bed Based Capacity",NA,94.12,2023-05-01
2023-05-24,"Transitional","Bed Based Capacity",NA,95.45,2023-05-01
2023-05-24,"Transitional","Bed Based Capacity",NA,90,2023-05-01
2023-05-24,"Emergency","Room Based Capacity",98.46,NA,2023-05-01
2023-05-24,"Emergency","Bed Based Capacity",NA,98.73,2023-05-01
2023-05-24,"Transitional","Bed Based Capacity",NA,50,2023-05-01
2023-05-24,"Emergency","Room Based Capacity",87.12,NA,2023-05-01
2023-05-24,"Emergency","Bed Based Capacity",NA,96.15,2023-05-01
2023-05-24,"Transitional","Bed Based Capacity",NA,98,2023-05-01
2023-05-24,"Emergency","Bed Based Capacity",NA,83.33,2023-05-01
2023-05-24,"Transitional","Bed Based Capacity",NA,88.46,2023-05-01
2023-05-24,"Transitional","Room Based Capacity",100,NA,2023-05-01
2023-05-24,"Transitional","Bed Based Capacity",NA,94.12,2023-05-01
2023-05-24,"Emergency","Bed Based Capacity",NA,71.43,2023-05-01
2023-05-24,"Transitional","Room Based Capacity",96,NA,2023-05-01
2023-05-24,"Emergency","Bed Based Capacity",NA,98.68,2023-05-01
2023-05-24,"Emergency","Bed Based Capacity",NA,97.3,2023-05-01
2023-05-24,"Emergency","Room Based Capacity",92.59,NA,2023-05-01
2023-05-24,"Emergency","Bed Based Capacity",NA,95,2023-05-01
2023-05-24,"Transitional","Bed Based Capacity",NA,93.33,2023-05-01
2023-05-24,"Emergency","Bed Based Capacity",NA,90,2023-05-01
2023-05-24,"Transitional","Bed Based Capacity",NA,94.87,2023-05-01
2023-05-25,"Emergency","Room Based Capacity",100,NA,2023-05-01
2023-05-25,"Emergency","Bed Based Capacity",NA,12.5,2023-05-01
2023-05-25,"Emergency","Room Based Capacity",99.36,NA,2023-05-01
2023-05-25,"Emergency","Bed Based Capacity",NA,100,2023-05-01
2023-05-25,"Emergency","Room Based Capacity",98.8,NA,2023-05-01
2023-05-25,"Transitional","Bed Based Capacity",NA,88.89,2023-05-01
2023-05-25,"Transitional","Bed Based Capacity",NA,100,2023-05-01
2023-05-25,"Emergency","Room Based Capacity",95.59,NA,2023-05-01
2023-05-25,"Emergency","Bed Based Capacity",NA,96.08,2023-05-01
2023-05-25,"Transitional","Bed Based Capacity",NA,90.91,2023-05-01
2023-05-25,"Transitional","Bed Based Capacity",NA,90,2023-05-01
2023-05-25,"Emergency","Room Based Capacity",96.92,NA,2023-05-01
2023-05-25,"Transitional","Bed Based Capacity",NA,50,2023-05-01
2023-05-25,"Emergency","Room Based Capacity",97.37,NA,2023-05-01
2023-05-25,"Emergency","Bed Based Capacity",NA,98.31,2023-05-01
2023-05-25,"Emergency","Room Based Capacity",87.12,NA,2023-05-01
2023-05-25,"Transitional","Bed Based Capacity",NA,98,2023-05-01
2023-05-25,"Emergency","Bed Based Capacity",NA,98.53,2023-05-01
2023-05-25,"Emergency","Bed Based Capacity",NA,87.93,2023-05-01
2023-05-25,"Emergency","Bed Based Capacity",NA,83.33,2023-05-01
2023-05-25,"Transitional","Bed Based Capacity",NA,88.46,2023-05-01
2023-05-25,"Transitional","Bed Based Capacity",NA,80,2023-05-01
2023-05-25,"Emergency","Bed Based Capacity",NA,98.11,2023-05-01
2023-05-25,"Transitional","Room Based Capacity",100,NA,2023-05-01
2023-05-25,"Transitional","Bed Based Capacity",NA,94.12,2023-05-01
2023-05-25,"Emergency","Bed Based Capacity",NA,71.43,2023-05-01
2023-05-25,"Transitional","Room Based Capacity",98.67,NA,2023-05-01
2023-05-25,"Transitional","Room Based Capacity",96,NA,2023-05-01
2023-05-25,"Transitional","Bed Based Capacity",NA,86.67,2023-05-01
2023-05-25,"Transitional","Bed Based Capacity",NA,94.87,2023-05-01
2023-05-26,"Emergency","Room Based Capacity",100,NA,2023-05-01
2023-05-26,"Emergency","Bed Based Capacity",NA,12.5,2023-05-01
2023-05-26,"Emergency","Bed Based Capacity",NA,100,2023-05-01
2023-05-26,"Emergency","Room Based Capacity",98.78,NA,2023-05-01
2023-05-26,"Transitional","Bed Based Capacity",NA,88.89,2023-05-01
2023-05-26,"Transitional","Bed Based Capacity",NA,98,2023-05-01
2023-05-26,"Emergency","Room Based Capacity",95.59,NA,2023-05-01
2023-05-26,"Transitional","Bed Based Capacity",NA,100,2023-05-01
2023-05-26,"Emergency","Bed Based Capacity",NA,94,2023-05-01
2023-05-26,"Transitional","Bed Based Capacity",NA,90.91,2023-05-01
2023-05-26,"Transitional","Bed Based Capacity",NA,93.33,2023-05-01
2023-05-26,"Emergency","Room Based Capacity",96.92,NA,2023-05-01
2023-05-26,"Transitional","Bed Based Capacity",NA,50,2023-05-01
2023-05-26,"Emergency","Room Based Capacity",85.61,NA,2023-05-01
2023-05-26,"Emergency","Bed Based Capacity",NA,93.1,2023-05-01
2023-05-26,"Emergency","Bed Based Capacity",NA,83.33,2023-05-01
2023-05-26,"Transitional","Bed Based Capacity",NA,92.31,2023-05-01
2023-05-26,"Transitional","Bed Based Capacity",NA,96,2023-05-01
2023-05-26,"Transitional","Bed Based Capacity",NA,80,2023-05-01
2023-05-26,"Transitional","Room Based Capacity",100,NA,2023-05-01
2023-05-26,"Emergency","Bed Based Capacity",NA,99,2023-05-01
